image_file, comment_number,caption,id
104136873.jpg, 4, Three people overlook a green valley .,127
104180524.jpg, 0, A group of tourists is crossing a bridge that connects a walking path to a trail of nature .,128
104180524.jpg, 1, Many people cross a very tall footbridge with a tree-covered hill in the background .,128
104180524.jpg, 2, This shows a group of people walking over an arched red bridge .,128
104180524.jpg, 3, People cross a large bridge to get over the body of water .,128
104180524.jpg, 4, People walking over a white and red bridge over a pond .,128
1042020065.jpg, 0, A young boy wearing a jersey looks down over a ledge at many boats in the water .,129
1042020065.jpg, 1, A boy looks over a railing at the many boats and rafts below in the water .,129
1042020065.jpg, 2, A boy in a green shirt is looking down at many inflatable boats .,129
1042020065.jpg, 3, A young boy overlooking a crowd of inflatable boats .,129
1042020065.jpg, 4, A boy in a green shirt watches kayakers .,129
1042359076.jpg, 0, A older man holds an object and is looking at two young girls that sit across from him at a table that is outside .,130
1042359076.jpg, 1, Two little girls and an old man have a conversation .,130
1042359076.jpg, 2, An old man is telling two girls something .,130
1042359076.jpg, 3, Two girls and a man were peeling corn .,130
1042359076.jpg, 4, Two young girls listen to an elder .,130
1042590306.jpg, 0, A man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on .,131
1042590306.jpg, 1, Guy in blue shirt biting hand of girl in black striped jacket while another guy watches,131
1042590306.jpg, 2," Asian man and blond woman holding hands outdoors , man in background watches .",131
1042590306.jpg, 3, A man and woman pose for the camera while another man looks on .,131
1042590306.jpg, 4, A multiracial couple posing for a picture,131
104285082.jpg, 0, A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and spectators look on .,132
104285082.jpg, 1, An older man with gray hair is sitting in a chair playing a large instrument made of bamboo .,132
104285082.jpg, 2, Gray-haired man in dress shirt plays the bassoon while reading sheet music from a stand,132
104285082.jpg, 3, A gray-haired man sitting in a chair playing a wind instrument among other musicians .,132
104285082.jpg, 4, A man playing a musical instrument .,132
1043819504.jpg, 0," A group of 11 people in winter wear such as beanies , skiing jackets , gloves and backpacks are standing in snow paddles outside a house made of ice blocks while a person in front of the door seems to be leading them .",133
1043819504.jpg, 1," A group of people wearing snowshoes , and dressed for winter hiking , is standing in front of a building that looks like it 's made of blocks of ice .",133
1043819504.jpg, 2, The people are quietly listening while the story of the ice cabin was explained to them .,133
1043819504.jpg, 3, A group of people standing in front of an igloo .,133
1043819504.jpg, 4, Several students waiting outside an igloo .,133
1043910339.jpg, 0," A baseball player in red leaps into the air to avoid a player in blue , who is shortly behind him as he catches the ball , while other blue team members look on in the background .",134
1043910339.jpg, 1," A boy in a red uniform is attempting to avoid getting out at home plate , while the catcher in the blue uniform is attempting to catch him .",134
1043910339.jpg, 2, A baseball player coming into home plate with knee held high and the catcher right in front of him waiting for the ball .,134
1043910339.jpg, 3, A baseball player attempting to score a run before the catcher tags the player out .,134
1043910339.jpg, 4, A baseball catcher trying to tag a base runner in a baseball game .,134
1044434135.jpg, 0, A man in the foreground wearing a white shirt and black pants riding a bicycle with a basket in a busy street .,135
1044434135.jpg, 1, This photo takes place in a busy street in an Asian city where people are riding bikes and walking .,135
1044434135.jpg, 2, A very bus street is shown with Asian people all around walking and riding bicycles .,135
1044434135.jpg, 3, A man in a white shirt rides a bicycle on a busy street .,135
1044434135.jpg, 4, An Asian man riding a bike in the road .,135
1044764620.jpg, 0, A man on a ladder is painting a brick wall in a warehouse .,136
1044764620.jpg, 1, A man is standing on a ladder painting bricks,136
1044764620.jpg, 2, A construction site with building material .,136
1044764620.jpg, 3, Man painting a brick wall on a ladder .,136
1044764620.jpg, 4, A man is panting a piece of wood .,136
1044798682.jpg, 0, A man wearing a hat and a white shirt is cleaning windows .,137
1044798682.jpg, 1, A man in a white shirt stands high up on scaffolding,137
1044798682.jpg, 2, A man stands on boards on top of a huge ladder .,137
1044798682.jpg, 3, Man works on top of scaffolding .,137
1044798682.jpg, 4, A guy works on a building .,137
1045124251.jpg, 0, a blond-haired man with glasses and a blank tank top is sitting next to another man with glasses and headphones while sitting on a train .,138
1045124251.jpg, 1, A blond man wearing glasses is sitting in the train looking down at something .,138
1045124251.jpg, 2, White man with glasses sitting next to another man who has earphones in .,138
1045124251.jpg, 3, A 30 somethings man playing with his phone on a subway train .,138
1045124251.jpg, 4," Two guys are riding on a subway , both wearing glasses .",138
1045309098.jpg, 0, Juggling her shopping bags and Betty Boop backpack and young woman crosses a city street .,139
1045309098.jpg, 1, Woman crossing the street at a crosswalk with multiple bags in her hands .,139
1045309098.jpg, 2, A girl with numerous bags walks on a crosswalk along with other people .,139
1045309098.jpg, 3, Two women are walking in a crosswalk with a bus in the background .,139
1045309098.jpg, 4, Two women walking through a crosswalk .,139
1045521051.jpg, 0, A young man sits on the floor by the television with a fast food meal in front of him .,140
1045521051.jpg, 1, A person sits on the floor and eats in front of a television .,140
1045521051.jpg, 2, A person eats takeout while watching a small television .,140
1045521051.jpg, 3, Someone is laying in front of the TV eating food .,140
1045521051.jpg, 4, A television with a picture of a girl on it .,140
10459869.jpg, 0, Several asian people are eating together around a table .,141
10459869.jpg, 1, A group of people eating Chinese food in a restaurant .,141
10459869.jpg, 2, Six people are sitting at a table eating food .,141
10459869.jpg, 3, A group of people are eating noddles .,141
10459869.jpg, 4, Several Asians eat food outdoors .,141
104669470.jpg, 0, A woman with flowers in her hair balances a large bowl of assorted fruits on her head .,142
104669470.jpg, 1," A dark woman carrying a large bowl of pineapples , bananas and papayas on her head .",142
104669470.jpg, 2, A woman with flowers in her hair balances a large bowl of fruit on her head .,142
104669470.jpg, 3, A woman is carrying a bowl full of fruit on her head near the ocean side .,142
104669470.jpg, 4, A woman is balancing a big bowl of fruit in front of the ocean .,142
104700891.jpg, 0, A man wearing a gray jacket and blue work pants is standing in a hole in the ground,143
104700891.jpg, 1, A man in a blue hat stands near a shovel in a deep hole .,143
104700891.jpg, 2, A man in a whole next to a septic tank .,143
104700891.jpg, 3, A guy wearing blue in a hole .,143
104700891.jpg, 4, A man stands in a hole .,143
104763189.jpg, 0, A shirtless young boy on a bicycle too big for him being supported by 3 other young shirtless boys in a grass field .,144
104763189.jpg, 1, Four children are smiling as they pose together with a bicycle that is much too big for them .,144
104763189.jpg, 2, An African American child is supported by his three peers while riding his bicycle .,144
104763189.jpg, 3, Four children are smiling and playing on a bike,144
104763189.jpg, 4, Boys all outside around a big bike .,144
1047921035.jpg, 0," A man in a bandanna and a dirty t-shirt , and a woman in a graphic t-shirt , are standing next to a oblong hole with smoke coming out .",145
1047921035.jpg, 1," The man , who is wearing the handkerchief , is performing a task with the tub while the woman watches .",145
1047921035.jpg, 2," Two individuals , a male and a female , standing in a forested area around a tub .",145
1047921035.jpg, 3," Two people , one man and one women in the woods putting something in a tub .",145
1047921035.jpg, 4, Steam rises from a large outdoor vat as two workers look on .,145
104816788.jpg, 0," This little baby girl dressed whimsically in striped pantaloons is pictured so that one must ask which is bigger , her feet or her sleepy smile .",146
104816788.jpg, 1, A sleeping baby is in someone 's arms and wearing a pink striped outfit,146
104816788.jpg, 2, A sleeping baby in a pink striped outfit .,146
104816788.jpg, 3, A little baby cradled in someones arms .,146
104816788.jpg, 4, A little baby is wearing purple pants .,146
104824673.jpg, 0, An African individual is looking into the camera while dressed in varying beads and decorations that have a cultural relevance .,147
104824673.jpg, 1, An African native gazes into the camera donning a hat of two corn cobs and necklaces of shells and beads .,147
104824673.jpg, 2, A member of an African tribe is watching the camera intently in tribal dress .,147
104824673.jpg, 3," An African woman with piercings , lots of necklaces and corn on her head .",147
104824673.jpg, 4, A person is wearing a lot of jewelry with corn on his or her head .,147
104835889.jpg, 0, A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat .,148
104835889.jpg, 1, A man in a black martial arts suit unsheathes a sword on a training mat in a field .,148
104835889.jpg, 2, A guy with a sword and traditional fighting gear is getting ready for a fight .,148
104835889.jpg, 3," A man in black wields a sword in front of rolling , green hills .",148
104835889.jpg, 4, One man dressed in black doing karate in a green field .,148
1048710776.jpg, 0, a couple of several people sitting on a ledge overlooking the beach,149
1048710776.jpg, 1, Several young people sitting on a rail above a crowded beach .,149
1048710776.jpg, 2, A group of people sit on a wall at the beach .,149
1048710776.jpg, 3, A group of teens sit on a wall by a beach .,149
1048710776.jpg, 4, Crowd of people at the beach .,149
1049955899.jpg, 0," A group of men and women are hiking through a dried up river bed littered with large rocks , which runs between two rocky walls in a dense green forest .",150
1049955899.jpg, 1," Five hikers , one facing towards the camera and the others facing away from it , are walking through a rocky riverbed .",150
1049955899.jpg, 2," Hikers treks upward through the creek bed , stopping to catch their breath and enjoy the cool , green scenery .",150
1049955899.jpg, 3, A group of hikers traveling along a rock strewn creek bed .,150
1049955899.jpg, 4, Two women and three men are hiking along a rocky stream .,150
105077209.jpg, 0, A man with a badge is standing on a wood floor next to a structure .,151
105077209.jpg, 1," A security guard stands by a metal , lighted sculpture .",151
105077209.jpg, 2, A white-haired man in a suit stands in an empty room .,151
105077209.jpg, 3, A security guard on watch duty at the museum .,151
105077209.jpg, 4, Security guard at a art museum .,151
1051205546.jpg, 0, Two women in colorful dresses are sweeping water out of the street while a man watches .,152
1051205546.jpg, 1," Two women , one in green and the other in purple , washing a sidewalk .",152
1051205546.jpg, 2, Two Indian women in saris are bending over a wet street .,152
1051205546.jpg, 3, Two women in colorful clothing are cleaning the road .,152
1051205546.jpg, 4, Two woman are sweeping a street .,152
1051290485.jpg, 0," Two separate women , one wearing a white top and black pants , the other wearing all black and a pair of pink flip-flops , kneel on a gray brick sidewalk path in front of green and red bushes .",153
1051290485.jpg, 1," Two women squatting on the sidewalk looking at plants , one in black shirt , shorts and pink sandals , the other in a white shirt , black shorts talking on a cellphone .",153
1051290485.jpg, 2, A little girl is looking at some plants while another is on the phone in the background .,153
1051290485.jpg, 3, Two girls crouch in front of some bushes and talk on their phones .,153
1051290485.jpg, 4, Two girls crouch in front of a garden of small shrubbery .,153
1051953669.jpg, 0, A young girl wearing a multicolored holding an orange ball in her right hand walking through bright green grass behind a house,154
1051953669.jpg, 1, A little girl wearing a dress walks across a green lawn on a summer day with a home and trees in the background .,154
1051953669.jpg, 2, A child in a dress runs through the yard with a miniature orange soccer ball in her hand .,154
1051953669.jpg, 3," A little girl stands in a backyard , holding a toy and looking into the camera .",154
1051953669.jpg, 4, This little girl is enjoying the spring weather after the long winter break .,154
105223874.jpg, 0, A young child wearing a blue shirt and sandals playing with a red toy while sitting on the floor .,155
105223874.jpg, 1, A black-haired child in a blue outfit is playing with a toy outside on a tile floor .,155
105223874.jpg, 2, A little boy with a blue shirt on sitting on the ground playing with legos .,155
105223874.jpg, 3, A young child playing with a toy while laying on the floor .,155
105223874.jpg, 4, A little boy playing with his toy .,155
1052358063.jpg, 0, A little boy skateboarder is doing a trick on his board while another young skateboarder watches .,156
1052358063.jpg, 1, A child is performing a skateboard trick while another child with a skateboard leans on a wall .,156
1052358063.jpg, 2, A boy takes a jump on his skateboard while another boy with a skateboard watches .,156
1052358063.jpg, 3, a young boy skateboarder jumping on a platform on a skateboard .,156
1052358063.jpg, 4, Two skateboarders .,156
1053116826.jpg, 0," Two little children , one boy and one girl , laugh as they sit on the grass .",157
1053116826.jpg, 1, A little boy and a girl sitting down in the grass having fun .,157
1053116826.jpg, 2, A young boy and a young girl sitting in the grass laughing .,157
1053116826.jpg, 3, Two children smiling and sitting on grass .,157
1053116826.jpg, 4, Two kids are laughing in the grass .,157
1053243591.jpg, 0," Young woman holding a bottle , reaching out from a bench to shake a man 's hand .",158
1053243591.jpg, 1, A man shaking the hand of a woman in an orange shirt sitting on a bench .,158
1053243591.jpg, 2, A man shaking the hand of a teenager sitting on a bench .,158
1053243591.jpg, 3, A woman having a drink is shaking hands with someone .,158
1053243591.jpg, 4, A young girl in a orange shirt shaking a hand .,158
105335409.jpg, 0, Man talking on a microphone and a crowd of people in front of him .,159
105335409.jpg, 1, A trolley driver is telling people to move off of the street .,159
105335409.jpg, 2, A mass transit person making an announcement .,159
105335409.jpg, 3, A driver communicating on his walkie talkie .,159
105335409.jpg, 4, a man in a vehicle behind a family crowd,159
105342180.jpg, 0," A girl paddling down a large river , as seen from behind her .",160
105342180.jpg, 1, A woman with a paddle sits in a boat on the water .,160
105342180.jpg, 2, A woman paddles a boat down a river .,160
105342180.jpg, 3, A woman kayaking down a river .,160
105342180.jpg, 4, A woman with a paddle .,160
1053804096.jpg, 0, a girl with pigtails is playing in the ocean by the beach .,161
1053804096.jpg, 1, A girl in pigtails splashes in the shallow water .,161
1053804096.jpg, 2, A young girl in pigtails plays in the water .,161
1053804096.jpg, 3, A girl with pigtails plays in the water .,161
1053804096.jpg, 4, A girls plays in the surf .,161
1054620089.jpg, 0, A woman in jeans and a red coat and carrying a multicolored handbag spreads put her arms while leaping up from a cobblestone street .,162
1054620089.jpg, 1," A lady in a red coat , holding a bluish hand bag likely of asian descent , jumping off the ground for a snapshot .",162
1054620089.jpg, 2," A woman in a red jacket , with a blue and gold handbag is jumping while smiling on a cobblestone street .",162
1054620089.jpg, 3, A woman wearing a red coat is jumping outdoors .,162
1054620089.jpg, 4, Girl in red jumping for joy .,162
105493603.jpg, 0, Two people sitting beside each other at a table with food on it smiling .,163
105493603.jpg, 1, A couple wearing white sweaters sit at a restaurant table .,163
105493603.jpg, 2, A man and woman seated at a table together .,163
105493603.jpg, 3, A man and a woman eating dinner together .,163
105493603.jpg, 4, a man and woman wearing khaki smiling .,163
105493628.jpg, 0, White wine and appetizers on are displayed in an upscale restaurant .,164
105493628.jpg, 1, Food sits on white plates in front of wineglasses and a wine rack .,164
105493628.jpg, 2," A well lit room , with three glasses on the table and two plates .",164
105493628.jpg, 3, An elegant food serving on table at a restaurant .,164
105493628.jpg, 4, A meal is on a table in a restaurant .,164
1055623002.jpg, 0, A group of four children wearing pajamas have a pillow fight .,165
1055623002.jpg, 1, A group of young children playing pillow fight on a bed .,165
1055623002.jpg, 2, Four children are having a pillow fight .,165
1055623002.jpg, 3, A group of kids have a pillow-fight .,165
1055623002.jpg, 4, Children having a pillow fight .,165
1055753357.jpg, 0, Two construction workers are sitting up on the side of a building .,166
1055753357.jpg, 1, Two constructions workers sit on a beam taking a break .,166
1055753357.jpg, 2, Two construction workers take a seat on a steel beam .,166
1055753357.jpg, 3, Two construction workers sitting on an I-beam .,166
1055753357.jpg, 4, Two men take a break from construction .,166
1056198351.jpg, 0, A smiling little boy holds a hand mixer in a bowl .,167
1056198351.jpg, 1, Young boy with blond-hair playing with a mixer .,167
1056198351.jpg, 2, A child has fun with a blender in the kitchen .,167
1056198351.jpg, 3, A child using an electric mixer in a bowl .,167
1056198351.jpg, 4, A child happily mixing batter in a bowl .,167
1056249424.jpg, 0," Two boys , one with a yellow and orange ball , play in some water in front of a field .",168
1056249424.jpg, 1, Two children play with a balloon in mud on a sunny day .,168
1056249424.jpg, 2, Two kids are running and playing in some water .,168
1056249424.jpg, 3, The children are playing in the water .,168
1056249424.jpg, 4, Two boys play in a puddle .,168
1056338697.jpg, 0, A woman with blond-hair wearing a blue tube top is waving on the side of the street .,169
1056338697.jpg, 1, The woman in the blue dress is holding out her arm at oncoming traffic .,169
1056338697.jpg, 2, A blond woman in a blue shirt appears to wait for a ride .,169
1056338697.jpg, 3," A woman is signaling is to traffic , as seen from behind .",169
1056338697.jpg, 4, A blond woman is on the street hailing a taxi .,169
1056359656.jpg, 0, A young girl sits on a seat and looks at a train pamphlet .,170
1056359656.jpg, 1, A young girl on a train reads a book about train rides .,170
1056359656.jpg, 2, A little girl looking at a brochure on train rides,170
1056359656.jpg, 3, Child sitting down looking at train ride brochure,170
1056359656.jpg, 4, a young blond girl with a magizine in her hands,170
1056415186.jpg, 0," Two Asian girls laughing , as the girl on the right holds an instrument .",171
1056415186.jpg, 1, Two women are sitting and talking and laughing together .,171
1056415186.jpg, 2, 2 girls in metal chairs are laughing together .,171
1056415186.jpg, 3, Two women laugh while sitting on the floor .,171
1056415186.jpg, 4, Two asian women smiling and laughing .,171
105685221.jpg, 0," Several people jogging outside on a sunny day in what seems to be a neighborhood , could be part of a marathon .",172
105685221.jpg, 1, Seven people are running and one of them is a man wearing a blue t-shirt and red shorts,172
105685221.jpg, 2, People jogging together on a park sidewalk .,172
105685221.jpg, 3, a group of joggers running on the sidewalk .,172
105685221.jpg, 4, Seven joggers run down a path .,172
1056873310.jpg, 0, Two dogs run towards each other on a rocky area with water in the background .,173
1056873310.jpg, 1, A brown dog is running after a black dog on a rocky shore .,173
1056873310.jpg, 2, Two dogs run across stones near a body of water .,173
1056873310.jpg, 3, A brown dog is running after the black dog .,173
1056873310.jpg, 4, Two dogs playing on a beach .,173
1057089366.jpg, 0, A kid jumps off the diving board and into the swimming pool below .,174
1057089366.jpg, 1, The boy is jumping off a high diving board into the pool .,174
1057089366.jpg, 2, A child jumps off a high diving board into the pool .,174
1057089366.jpg, 3, A little kid is jumping off a high dive at the pool .,174
1057089366.jpg, 4, A boy descends off the end of a high diving board .,174
1057210460.jpg, 0, A guy stands by a window taking his overshirt off .,175
1057210460.jpg, 1, A man in a tank top stands next to a chrome door .,175
1057210460.jpg, 2, The man is putting on his shirt near an elevator .,175
1057210460.jpg, 3, A man stands by an elevator with his head down .,175
1057210460.jpg, 4, A man puts his shirt on near an elevator .,175
1057251835.jpg, 0, A white dog is running down a rocky beach .,176
1057251835.jpg, 1, Light brown dog running along the beach .,176
1057251835.jpg, 2, A light-colored dog runs on the beach .,176
1057251835.jpg, 3, A small yellow dog runs on a beach,176
1057251835.jpg, 4, A tan dog runs on a sandy beach .,176
105806535.jpg, 0," A young man is bathing , with only his shorts on , in a large wooden pale .",177
105806535.jpg, 1, A man lounges in a wooden basin of water while eating a fruit .,177
105806535.jpg, 2, A guy in a huge wooden tub while people are looking over .,177
105806535.jpg, 3," A man holding a yellow ball , soaking in a wooden tub .",177
105806535.jpg, 4, A man laying in a wooden tub outside .,177
1059514525.jpg, 0," A person is sleeping on a bench on the sidewalk , across the street from a bus stop .",178
1059514525.jpg, 1, A man with a plaid blanket sleeps on a bench near a city street .,178
1059514525.jpg, 2, A person laying on a street bench under a blue plaid blanket .,178
1059514525.jpg, 3, A man is sleeping on a bench near a bus stop .,178
1059514525.jpg, 4, Someone sleeping on bench on city street .,178
10602072.jpg, 0, Two young girls are playing in the forest ; the younger one is climbing a short tree and is about 2 feet off the ground .,179
10602072.jpg, 1, A little girl in a red shirt and jeans climbs a small tree while another little girl looks on .,179
10602072.jpg, 2," Two young girl are playing near a small tree , and one has climbed up into the branches .",179
10602072.jpg, 3," One child is climbing in a tree while another , older child , watches .",179
10602072.jpg, 4, A young girl watched as a girl younger than her climb a tree .,179
106027774.jpg, 0, It looks as though a soldier is sleeping in a car on his way home after a deployment .,180
106027774.jpg, 1, A young man asleep during a car ride wearing his seat belt .,180
106027774.jpg, 2, a boy in a beige shirt is sleeping in a car .,180
106027774.jpg, 3, A man asleep in a car that 's driving .,180
106027774.jpg, 4, A boy sleeps on a car ride .,180
106027978.jpg, 0, Pink shirted woman sleeping in a car with blue and white blanket on her .,181
106027978.jpg, 1, A woman in a pink shirt wrapped up in a blue blanket asleep in a car .,181
106027978.jpg, 2, A woman in a red shirt is under a blanket and sleeping in a vehicle .,181
106027978.jpg, 3, A lady with brown hair in a pink shirt sleeping in a car .,181
106027978.jpg, 4, A woman sleeps under a blue and white blanket in a car .,181
106039369.jpg, 0, One man wearing a white shirt is flipping a pancake by flinging it into the air .,182
106039369.jpg, 1," Man is flipping an omelet or pancake in the air , while in his kitchen .",182
106039369.jpg, 2, A man in a home kitchen is flipping a pancake extremely high .,182
106039369.jpg, 3, A guy flipping a pancake high into the air from a skillet .,182
106039369.jpg, 4, Man flipping pancake in kitchen while looking in awe .,182
1060605297.jpg, 0, Firefighters converse with a man at the scene of an emergency .,183
1060605297.jpg, 1, Firefighters wear reflective uniforms and stare upwards .,183
1060605297.jpg, 2, Several firefighters are responding to an alarm .,183
1060605297.jpg, 3, Reflections from the firemen 's uniforms .,183
1060605297.jpg, 4, Firefighters are responding to an event .,183
1061467336.jpg, 0," A few firefighters , wearing black , yellow , and pink jackets , standing next to a firetruck .",184
1061467336.jpg, 1, Several firefighters stand outside of a building near their firetrucks .,184
1061467336.jpg, 2, Firefighters at a scene with a firetruck that has it 's lights on .,184
1061467336.jpg, 3, Firemen stand outside of their firetruck with all its lights on .,184
1061467336.jpg, 4, Four on-duty firemen talk in front of a firetruck .,184
1061887159.jpg, 0, A man is kneeling down with a child on a beach where bright blue and red boats are stationed in the background .,185
1061887159.jpg, 1," a beach with blue and red boats , with people on shore",185
1061887159.jpg, 2, People are doing various activities on the beach .,185
1061887159.jpg, 3, people at beach looking for things in sand,185
1061887159.jpg, 4, Many people walking on beach .,185
106300392.jpg, 0, A man in an orange hard hat and vest looks at an object in his hand while the man next to him stands on a ladder in order to reach the ceiling .,186
106300392.jpg, 1," There are two workers , one on a ladder , against a blue wall with a yellow-and-black stripe .",186
106300392.jpg, 2, Construction workers in front of blue wall with warning stripe .,186
106300392.jpg, 3, Men wearing hard hats and safety vests are working .,186
106300392.jpg, 4, A guy with boots is on a ladder .,186
106356264.jpg, 0," A newsstand so packed with magazines , candy and coke-a-cola products that the smiling woman working behind the counter is easy to miss .",187
106356264.jpg, 1, A magazine vendor sits behind a very colorful collage of magazines .,187
106356264.jpg, 2, A newsstand clerk is surrounded by her colorful merchandise .,187
106356264.jpg, 3, A woman working at a newsstand .,187
106356264.jpg, 4, A woman in a magazine stand .,187
10637120.jpg, 0, A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment .,188
10637120.jpg, 1, A worker wearing a hard hat watching a large machine dig a trench in the dry dirt .,188
10637120.jpg, 2, A man in blue overalls and a yellow hard hat is watching a huge machine work .,188
10637120.jpg, 3, A man in a hard hat is wearing a blue shirt and blue jean overalls .,188
10637120.jpg, 4, A man in a hard hat looks at some machinery .,188
106372282.jpg, 0, A man sitting down with this head resting on his fists next to a man with his eyes closed and his together with dough sitting on a table in front of them both .,189
106372282.jpg, 1," At the bakery , the fat old baker sleeps while his apprentice rubs the flour out of his eyes , seated beside him .",189
106372282.jpg, 2, An all yellow photo of two men sitting in a bakery .,189
106372282.jpg, 3, A tired looking person makes a lot of bread .,189
106372282.jpg, 4, Two men relaxing in a bakery,189
1063866640.jpg, 0, Four men are sitting near a tree talking while another stands looking at a body of water and another is rowing a boat .,190
1063866640.jpg, 1, Several men are sitting by a river conversing with one another while a boat drifts by them .,190
1063866640.jpg, 2, Five people sitting in front of a body of water with the sun behind them .,190
1063866640.jpg, 3, A group of shirtless men are sitting in the shade on a tropical beach .,190
1063866640.jpg, 4, Five men sitting with a body of water behind them .,190
106490881.jpg, 0, A young boy in swimming trunks is walking with his arms outstretched on the beach .,191
106490881.jpg, 1, The boy is playing on the shore of an ocean .,191
106490881.jpg, 2, A boy in his blue swim shorts at the beach .,191
106490881.jpg, 3, A boy smiles for the camera at a beach .,191
106490881.jpg, 4, Children playing on the beach .,191
106514190.jpg, 0, A skier is overlooking the beautiful white snow covered landscape .,192
106514190.jpg, 1, A hiker standing high on a bluff overlooking the mountains below .,192
106514190.jpg, 2, a person on ski 's looks from hill over snow covered landscape,192
106514190.jpg, 3, A skier is overlooking a snow-covered mountain .,192
106514190.jpg, 4, A skier pauses on a mountaintop .,192
1065323785.jpg, 0, Kids riding on their bicycles near a mound of dirt with a hovel from a backhoe in front of the mound .,193
1065323785.jpg, 1, A boy wearing a red shirt is riding his bike right next to a mound of dirt .,193
1065323785.jpg, 2, A group of boys are riding their bikes around a big pile of dirt .,193
1065323785.jpg, 3, Kids are riding bikes near a dirt mound in the street .,193
1065323785.jpg, 4, The kids are riding bikes in the pile of dirt .,193
1065831604.jpg, 0, A bunch of people in racing gear and helmets racing bicycles around a corner on wet pavement .,194
1065831604.jpg, 1, Many men ride their bicycles through some puddles around a curve during a race .,194
1065831604.jpg, 2, Group of bicyclers rounding a corner with water spraying up from their wheels .,194
1065831604.jpg, 3, Bikers in a bike race take a sharp left turn .,194
1065831604.jpg, 4, Several bike riders compete in a competition .,194
1066252238.jpg, 0, A boy in a pink T-shirt is riding a bike over a sand pile while two others are riding in the street .,195
1066252238.jpg, 1, Three boys playing and biking with a pile of sand in the middle,195
1066252238.jpg, 2, 3 young boys are riding their bikes around a mound of dirt .,195
1066252238.jpg, 3, Three kids riding bikes over a dirt mound .,195
1066252238.jpg, 4, Some young boys ride bikes in the street .,195
1066831905.jpg, 0, Elderly man with cane bends down to look at some plants and is steadied from behind .,196
1066831905.jpg, 1, A man and a woman are standing behind an elderly man who is looking at a bush .,196
1066831905.jpg, 2, A man holds up an older man as the older man bends down to check out plants .,196
1066831905.jpg, 3, An older man in a white short-sleeve shirt admiring a bush .,196
1066831905.jpg, 4, Elderly man with a cane bends over near a man and woman .,196
106691539.jpg, 0, A male surgeon wearing a red cap and teal scrubs performing surgery with two other men wearing teal scrubs .,197
106691539.jpg, 1, A doctor and nurses in blue scrubs are performing an operation .,197
106691539.jpg, 2, A surgeon and surgical staff operating on a patient .,197
106691539.jpg, 3, A surgeon and two assistants perform an operation .,197
106691539.jpg, 4, Surgical team performing surgery .,197
1067180831.jpg, 0, A black and white dog is attempting to catch a yellow and purple object in a low cut yard .,198
1067180831.jpg, 1, A black dog is jumping up to catch a purple and green toy .,198
1067180831.jpg, 2, A black and white dog jumps after a yellow toy .,198
1067180831.jpg, 3, a black and white dog jumps to get the Frisbee .,198
1067180831.jpg, 4, A dog jumps to catch a toy .,198
1067675215.jpg, 0, A man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .,199
1067675215.jpg, 1, A shirtless man is laying down in the middle of a busy street .,199
1067675215.jpg, 2, A man laying down in middle of street during heavy traffic .,199
1067675215.jpg, 3, A man in blue shorts lays down outside in a parking lot .,199
1067675215.jpg, 4, A man in blue shorts is laying in the street .,199
1067790824.jpg, 0, A white and black dog and a brown dog in sandy terrain .,200
1067790824.jpg, 1, Two large dogs chasing each other at the beach .,200
1067790824.jpg, 2, The two large dogs are running through sand .,200
1067790824.jpg, 3, One dog is chasing another one on the beach .,200
1067790824.jpg, 4, A woolly dog chases a Doberman on a beach .,200
1068427675.jpg, 0, A man in an all black outfit just threw a bowling ball down a lane towards the center of the bowling pins .,201
1068427675.jpg, 1, A guy wearing all black at a bowling alley standing in front of a lane with a black bowling ball in it .,201
1068427675.jpg, 2, A man is bowling at an alley with cosmic imagery including bowling balls and pins above the lanes .,201
1068427675.jpg, 3, A man stand there after rolling a bowling ball down a lane .,201
1068427675.jpg, 4, Man finished throwing bowling ball towards bowling pins .,201
106959209.jpg, 0," A man in a black shirt is riding a mule trough the desert , with the sun shining in the background .",202
106959209.jpg, 1," An old weathered , bearded man wearing all black , riding a beautiful white donkey on white rocks .",202
106959209.jpg, 2, A man wearing black is riding a white horse with numerous rocks around him .,202
106959209.jpg, 3, A gray bearded man in black clothing riding a horse on a rocky path .,202
106959209.jpg, 4, Man with gray hair and a black outfit riding a white horse .,202
107022557.jpg, 0, Two tired-looking men relax on a couch near a wooden trestle table with a coffee cup on it .,203
107022557.jpg, 1," A man and woman are on a couch , and they are both asleep .",203
107022557.jpg, 2, A man and woman are taking a nap on a couch .,203
107022557.jpg, 3, A man and woman laze around on the couch .,203
107022557.jpg, 4, A man and woman napping on a blue couch .,203
1071201387.jpg, 0, A man wearing a reflective vest sits on the sidewalk and holds up pamphlets with bicycles on the cover .,204
1071201387.jpg, 1, Man in bright yellow vest displays bicycle safety information on street .,204
1071201387.jpg, 2, A man and woman talking are interrupted and a man covers his face .,204
1071201387.jpg, 3, A man in a vest is sitting in a chair and holding magazines .,204
1071201387.jpg, 4, A construction worker holds a sign about bicycling .,204
1072153132.jpg, 0, A multicolor dog jumping to catch a tennis ball in a grassy field .,205
